customer_tweet_id,customer_message,previous_message,has_context,intent,notes
520243.0,iPhone7 crashes (to a black loading screen) every now and then. Initially thought I just need to update my OS (to 11.1.2) but even after the update it still crashes. Anyone with similar problems? @AppleSupport https://t.co/bOeMCIWYA7,,False,device_hardware,iPhone crashes despite update
756482.0,@AppleSupport Ios11 make my iphone se battery   like shit.,"Play the music you love, right from your Apple Watch. Here's how to add playlists and albums in watchOS 4
Learn more https://t.co/AT5kfmYtDh https://t.co/IiLTio7CoA",True,battery_charging,Battery issue
2488748.0,It’s stupid that you made an option for Safari to even be deleted! @AppleSupport,,False,apps_app_store,Safari/app deletion functionality
701670.0,"@AppleSupport any idea why some of my contacts are no longer saved in my phone? Just unlocked it and BAM, a ton of numbers without saved names??",,False,apple_services,Contacts disappearing
1540532.0,@AppleSupport I have an iPad with grayed out wifi switch. At an Apple store they told me it cannot b fixed &amp; I must buy a new one. true?,,False,connectivity,Wi-Fi switch disabled
1007077.0,"@AppleSupport #iOS 11 is still super buggy. #iPhone7Plus still gets stuck in landscape mode, swipe for control center works after many tries https://t.co/kF8xJYBKSQ",,False,display_input,Screen/control-center interaction issue
291398.0,"@AppleSupport Camera in particular. Doesn’t turn shooting direction, several taps to close any pictures at “x” button. Constant crashing on apps.....",@185382 This is not the experience we want to hear. Can you provide us details of what you're experiencing?,True,camera_photos,Camera malfunction
822692.0,"@AppleSupport @120026 @244902 #Ios11 why does my WiFi keep Turing Back On after I’ve turn it completely off!?
Come on Apple",,False,connectivity,Wi-Fi turns back on
211225.0,@AppleSupport and that is in spite of the fetch being set to automatic AND being on wifi at the moment.,@AppleSupport Now Gmail app is not loading anything at all until you manually enter the app. Useless. Mail app will send notifications but 40 minutes late,True,apple_services,Mail/Gmail notification and loading issue
1497013.0,"@AppleSupport Ever since I updated to iOS 11, most of my video streaming apps don’t work. Sound comes out but the picture doesn’t show. Directv either","@467562 Hi there! What's going on with your adapter, exactly?",True,apple_services,Video streaming/playback issue
1626579.0,"@AppleSupport makes me want to switch to @117159, just took a screen shot on my iPhone and it deleted all my photos... great",,False,camera_photos,Photos disappeared after screenshot
2728298.0,@AppleSupport I have iPhone 7 ios 11 some of my old videos doesn’t work. Keep lodging. I transfer them from old phone to new one using iTunes and icloud backup.,,False,camera_photos,Videos not working
211321.0,Damnit @115858! You’re latest “fix” has screwed up my camera on the most important week!!! Pictures are not saving to camera. Stupid!,,False,camera_photos,Camera photos not saving
1706197.0,Sooo @917 you gonna fix your app??? And @115858 you gonna fix the “I️” problem??,,False,display_input,I typing problem is primary
2638503.0,@115858 why doesn’t Siri work on my iPhone X? Help me please.,,False,apple_services,Siri issue
1285629.0,@AppleSupport I already have a plan with Apple Music but it is telling me to renew my plan.,,False,apple_services,Apple Music subscription issue
619392.0,"@AppleSupport Hey Apple, can you check my battery health on my iPhone 7 Plus? It seems to be losing charge quickly, lately..",,False,battery_charging,Battery health/drain
898222.0,@AppleSupport after installing 11.0.3 my touch screen is working really bad as well as Bluetooth,,False,display_input,Touchscreen problem is primary
541123.0,"I'm facing this issue in my iPhone 6 w/ iOS 11.1.2. I can't open the Clock app since this morning, and since then my phone keeps crashing like once a minute. Even when i don't open any apps. Could u help? @AppleSupport https://t.co/8nhPTJNMko",,False,apps_app_store,Clock app cannot open and causes crashes
1906931.0,@AppleSupport what is going on with the new IOS update??? It’s horrible,,False,ios_update,New iOS update complaint
2007927.0,@AppleSupport Left side of screen.  #iphonex,Anyone else seeing this?? Helps if you pull the phone away and see it it from a distance. @AppleSupport #discoloration? #burnout? https://t.co/JX7WMMXtFo,True,display_input,Screen discoloration
35981.0,@AppleSupport I don’t see the strength training goal option like in the video on my Apple Watch S2,"#AppleWatch helps you meet your fitness goals. 

Here's how to start a High Intensity Interval Training workout and set a goal. https://t.co/DZXZO1giU2",True,device_hardware,Apple Watch functionality issue
1642388.0,@AppleSupport It connects successfully but all apps are not functioning including safari.,@389327 What happens while trying to connect to cellular data? Are you receiving an error message?,True,connectivity,Context indicates cellular connection issue
2965393.0,"I'm close to just turning off all synced notifications on my Apple Watch. Ever since iOS 11, they've just not been in sync enough to make the feature worth it. Am I crazy, @AppleSupport?",,False,apple_services,Apple Watch synced notifications
2671.0,@AppleSupport @AppleSupport ^^check this out,@AppleSupport Internal problem. Any suggestions on how to help? Im not paying for a new phone because I didn’t cause the damage.,True,device_hardware,Internal/device damage
2287872.0,@AppleSupport The “done” button will not let me select my picture. It’s covered in the top right corner of the phone with the battery and wifi icons. It gets stuck and I have to close out the app.,@664705 What's happening when you try to change your profile picture?,True,display_input,UI button cannot be selected
1915196.0,@AppleSupport (part 2/2) and what’s app is also not loading with new messages as they come to my phone. I have to open the app and load it!,,False,apps_app_store,WhatsApp not loading new messages
1968184.0,@AppleSupport why is my keyboard like this??? https://t.co/JLMe1cP6cp,,False,display_input,Keyboard issue
1997785.0,"@AppleSupport Hi, why does my WiFi keep disconnecting when I use some apps? It’s really annoying me",,False,connectivity,Wi-Fi disconnects
2945691.0,@115858 @AppleSupport all of the photos on my camera roll got deleted! Are you serious I’m so annoyed!!! About 1 hour ago they were all there now gone! 🤬😡 #Apple,,False,camera_photos,Photos deleted from camera roll
2398805.0,@AppleSupport Apart from the Calculator stuff. Double Tap with Assistive touch enabled doesn’t seem to work with Reachability. https://t.co/7ZhvjET0IV,@690315 That’s not the type of experience that we’d like for you to have with your phone. Please click here to connect with us in DM. We'll pick up there: https://t.co/GDrqU22YpT,True,display_input,AssistiveTouch/Reachability interaction
303138.0,@AppleSupport will you guys plz reply?,,False,other_unclear,No actual issue stated
2366169.0,Why does my bluetooth and WiFi connect on its own when i turn it off in my settings? @AppleSupport it started doing it after the update,,False,connectivity,Bluetooth/Wi-Fi behavior
1597368.0,My #iPhoneX has been restoring from #iCloud Backup since yesterday. Didn’t turn on #iCloudPhotoLibrary. Anyone else get this? @AppleSupport https://t.co/beTktW6RAn,,False,icloud_backup,iCloud backup restoration
2502120.0,@AppleSupport  I hope you are going to change the feature of turning off wifi and bluetooth for only one day if you turn it off from the control center. I know you can turn them off through settings but that is bothersome. i wish it worked the way it used to.,,False,connectivity,Wi-Fi/Bluetooth control behavior
